Année,Catégorie,Sous-catégorie,Valeur
2008,Indicateur microfinance,Taux de bancarisation strict (base population totale),4.194
2009,Indicateur microfinance,Taux de bancarisation strict (base population totale),5.467
2010,Indicateur microfinance,Taux de bancarisation strict (base population totale),6.87
2011,Indicateur microfinance,Taux de bancarisation strict (base population totale),11.693
2012,Indicateur microfinance,Taux de bancarisation strict (base population totale),9.922
2013,Indicateur microfinance,Taux de bancarisation strict (base population totale),9.98
2014,Indicateur microfinance,Taux de bancarisation strict (base population totale),9.513
2015,Indicateur microfinance,Taux de bancarisation strict (base population totale),9.715
2016,Indicateur microfinance,Taux de bancarisation strict (base population totale),0
2017,Indicateur microfinance,Taux de bancarisation strict (base population totale),0
2018,Indicateur microfinance,Taux de bancarisation strict (base population totale),0
2019,Indicateur microfinance,Taux de bancarisation strict (base population totale),0
2020,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1970,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1971,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1972,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1973,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1974,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1975,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1976,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1977,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1978,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1979,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1980,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1981,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1982,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1983,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1984,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1985,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1986,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1987,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1988,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1989,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1990,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1991,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1992,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1993,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1994,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1995,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1996,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1997,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1998,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
1999,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2000,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2001,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2002,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2003,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2004,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
2005,Indicateur microfinance,Taux d'utilisation des services de microfinance (base population totale)
